1548715095.299927371	0	0	0	0	0	0	1
1548715095.312244863	0.00845166	-0.000495195	0.00202826	0	0.00134831	-0.00158691	0.999998
1548715095.325019283	0.0156528	-0.0003767	0.00287448	-0.000211432	0.00195694	-0.00313842	0.999993
1548715095.342978299	0.0251513	-0.000174237	0.00433408	-0.000366211	0.00224755	-0.00447351	0.999987
1548715095.361842443	0.163386	-0.00383298	0.0327808	0.00123888	0.0141	-0.012171	0.999826
1548715095.377616938	0.174412	-0.0066883	0.0360001	0.00122679	0.0130238	-0.0111392	0.999852
1548715095.392508264	0.18418	-0.00688643	0.0385154	0.00139716	0.012196	-0.0103918	0.999871
1548715095.415010985	0.19416	-0.00813297	0.0397396	0.00202798	0.0113335	-0.00894535	0.999894
1548715095.425894799	0.203034	-0.0101548	0.0411699	0.00203532	0.0111626	-0.00761351	0.999907
1548715095.444325720	0.214779	-0.0103387	0.0429268	0.00194165	0.0113177	-0.00641886	0.999913
1548715095.458900530	0.22539	-0.0116127	0.0454002	0.00159628	0.0114642	-0.00510219	0.99992
1548715095.475566154	0.2365	-0.0119217	0.047691	0.00132039	0.0114532	-0.00383503	0.999926
1548715095.493469448	0.246351	-0.0130768	0.05022	0.000559396	0.011529	-0.00248676	0.99993
1548715095.509123157	0.256711	-0.0142821	0.0523904	0.000172633	0.0122223	-0.00106418	0.999925
1548715095.527446073	0.267402	-0.0153868	0.0551375	-0.000559396	0.0128325	0	0.999918
1548715095.542096577	0.279311	-0.0159697	0.0588136	-0.000888685	0.0127743	0.00139716	0.999917
1548715095.559800006	0.290036	-0.0162597	0.0610327	-0.00105716	0.0131774	0.00249872	0.999909
1548715095.575605151	0.299327	-0.018534	0.0629606	-0.00140248	0.0140386	0.00378615	0.999893
1548715095.592266498	0.309207	-0.0205849	0.0649105	-0.00176052	0.0148239	0.00486753	0.999877
1548715095.610398110	0.321913	-0.0208795	0.066966	-0.00196832	0.0156954	0.00561789	0.999859
1548715095.627365425	0.334421	-0.0206808	0.0711154	-0.0024353	0.0171312	0.00605449	0.999832
1548715095.642575483	0.345175	-0.0212402	0.072779	-0.0029195	0.017688	0.00677683	0.999816
1548715095.658854281	0.356986	-0.0212999	0.075034	-0.00380382	0.0181868	0.00721662	0.999801
1548715095.675246578	0.368553	-0.0214936	0.0767864	-0.00452484	0.0186724	0.00786004	0.999785
1548715095.693659698	0.380758	-0.0214105	0.0796167	-0.00481366	0.0202813	0.00821144	0.999749
1548715095.709425674	0.393823	-0.0208996	0.0827388	-0.00472145	0.0211125	0.00849244	0.99973
1548715095.725234240	0.406185	-0.0207914	0.0852687	-0.00455275	0.0210096	0.00875934	0.999731
1548715095.743420774	0.417887	-0.0207157	0.0876738	-0.00462097	0.0209033	0.00892951	0.999731
1548715095.758809744	0.428282	-0.0211878	0.0895007	-0.00485066	0.0211242	0.00921853	0.999723
