1573657175.626868608	4	-0.368848	0.0263541	1.87724	-0.985574	-0.0102906	0.167413	0.0226039	
1573657175.769974752	4	-0.368126	0.0264536	1.87446	-0.985285	-0.00921062	0.168238	0.0287135	
1573657175.964110912	4	-0.368381	0.0263663	1.87522	-0.985456	-0.00942538	0.16771	0.0257146	
1573657176.052497280	4	-0.368175	0.0264049	1.8744	-0.985278	-0.00902585	0.168464	0.027663	
1573657176.130448160	4	-0.368253	0.0264087	1.8749	-0.985351	-0.00931909	0.168052	0.0274864	
1573657176.203117600	4	-0.368375	0.0264092	1.87555	-0.985497	-0.00945814	0.167489	0.0255769	
1573657176.274042944	4	-0.368114	0.0264048	1.87428	-0.985238	-0.00930798	0.168357	0.0295769	
1573657176.345801248	4	-0.367943	0.0263827	1.87378	-0.985301	-0.00909718	0.168236	0.0282251	
1573657176.414912768	4	-0.367965	0.0263464	1.87363	-0.985267	-0.00888364	0.168347	0.0287995	
1573657176.483012352	4	-0.368134	0.0264232	1.87425	-0.985352	-0.00913609	0.16812	0.027083	
1573657176.550725568	4	-0.367797	0.0263018	1.87299	-0.985213	-0.00954291	0.168595	0.029	
1573657176.618554560	4	-0.368133	0.026344	1.8743	0.985385	0.00978312	-0.168284	-0.024521	
1573657176.686337984	4	-0.367847	0.0264001	1.87312	-0.98521	-0.00931783	0.168632	0.0289454	
1573657176.754013184	4	-0.367916	0.0262992	1.87323	-0.985434	-0.00968994	0.167739	0.0262634	
1573657176.821442528	4	-0.367892	0.0263577	1.87332	-0.985271	-0.00927546	0.168278	0.0289307	
1573657176.887011776	4	-0.36775	0.0264142	1.87297	-0.985263	-0.0093912	0.168334	0.0288396	
1573657176.952139200	4	-0.367884	0.0263786	1.8733	-0.98529	-0.00913206	0.168221	0.0286623	
1573657177.019533216	4	-0.367773	0.0263642	1.87304	-0.985344	-0.00920101	0.168019	0.0279573	
1573657177.086696992	4	-0.36807	0.0264138	1.874	-0.985301	-0.00909262	0.168148	0.0287467	
1573657177.155897056	4	-0.363203	0.0268639	1.87329	-0.985443	-0.0079236	0.16736	0.028813	
1573657177.225554432	4	-0.362998	0.0272762	1.8721	-0.98548	-0.00716991	0.16744	0.0272377	
1573657177.296859552	4	-0.362628	0.0273658	1.87251	-0.985642	-0.00696919	0.166514	0.0271134	
1573657177.364596800	4	-0.362265	0.0272983	1.87206	-0.985673	-0.00724841	0.166442	0.0263105	
1573657177.431264928	4	-0.356754	0.0296734	1.87415	-0.985167	-0.00398305	0.170631	0.0177646	
1573657177.495977888	4	-0.357337	0.0308725	1.88252	-0.985829	-0.00247783	0.166927	0.0164344	
1573657177.561974272	4	-0.357116	0.0312898	1.88507	-0.986044	-0.0052068	0.165519	0.0171562	
