# X	Y	Z
44.7128	-15.6532	6.4902	
41.6989	-16.0083	5.65636	
41.075	-14.4172	4.73517	
39.6018	-15.6843	4.35756	
34.3771	-13.2768	0.479479	
34.6839	-13.2921	0.400984	
34.5694	-13.7419	0.359144	
35.6705	-12.8276	0.319625	
34.6708	-13.2574	0.315402	
35.6832	-12.7171	0.29523	
34.2791	-13.5793	0.307783	
35.6779	-13.4197	0.130296	
37.5474	-15.6308	0.0644343	
50.0292	-2.25593	12.4579	
46.2199	-12.7144	6.79485	
45.8772	-12.8569	6.64136	
47.5604	-7.78041	6.91399	
45.2009	-11.3707	6.49903	
42.9713	-13.5531	5.98547	
44.8514	-11.5434	6.26977	
47.4651	-7.82132	6.60368	
43.8476	-13.2635	6.10624	
43.7872	-12.6442	6.05088	
43.831	-12.7614	5.94814	
43.5901	-12.5398	5.79525	
46.6098	-6.59993	5.9561	
42.0705	-13.4045	4.8428	
36.2391	-10.4989	0.064672	
49.348	9.86218	6.3417	
49.8761	13.6181	6.15215	
50.2297	13.8593	5.84219	
49.741	8.11726	5.72905	
50.1607	13.9321	5.77869	
50.2924	11.7404	5.73647	
49.6512	8.19744	5.60986	
48.7636	4.1238	5.45913	
47.9636	2.82211	5.32117	
49.2007	6.45248	5.12751	
49.8976	9.72839	3.55576	
45.9814	20.6125	12.4448	
46.152	20.6158	12.3719	
48.6324	19.9674	7.10146	
44.7128	-15.6532	6.4902	
41.6989	-16.0083	5.65636	
41.075	-14.4172	4.73517	
39.6018	-15.6843	4.35756	
34.3771	-13.2768	0.479479	
34.6839	-13.2921	0.400984	
34.5694	-13.7419	0.359144	
35.6705	-12.8276	0.319625	
34.6708	-13.2574	0.315402	
35.6832	-12.7171	0.29523	
34.2791	-13.5793	0.307783	
35.6779	-13.4197	0.130296	
37.5474	-15.6308	0.0644343	
50.0292	-2.25593	12.4579	
46.2199	-12.7144	6.79485	
45.8772	-12.8569	6.64136	
47.5604	-7.78041	6.91399	
45.2009	-11.3707	6.49903	
42.9713	-13.5531	5.98547	
44.8514	-11.5434	6.26977	
47.4651	-7.82132	6.60368	
43.8476	-13.2635	6.10624	
43.7872	-12.6442	6.05088	
43.831	-12.7614	5.94814	
43.5901	-12.5398	5.79525	
46.6098	-6.59993	5.9561	
42.0705	-13.4045	4.8428	
36.2391	-10.4989	0.064672	
49.348	9.86218	6.3417	
49.8761	13.6181	6.15215	
50.2297	13.8593	5.84219	
49.741	8.11726	5.72905	
50.1607	13.9321	5.77869	
50.2924	11.7404	5.73647	
49.6512	8.19744	5.60986	
48.7636	4.1238	5.45913	
47.9636	2.82211	5.32117	
49.2007	6.45248	5.12751	
49.8976	9.72839	3.55576	
45.9814	20.6125	12.4448	
46.152	20.6158	12.3719	
48.6324	19.9674	7.10146	
44.6971	-15.3711	6.59152	
43.8782	-13.2643	6.11048	
41.6801	-15.9999	5.61376	
41.9644	-14.0765	5.64554	
52.7675	-22.4164	6.49289	
41.4449	-13.849	5.1599	
35.0733	-14.0794	0.521483	
34.5177	-13.2907	0.496147	
34.3352	-13.3572	0.469687	
34.7035	-13.2739	0.39453	
35.7172	-12.7994	0.344465	
34.7955	-13.8903	0.348767	
35.6515	-12.8629	0.315915	
35.6525	-12.7435	0.291222	
34.4358	-13.6676	0.268918	
35.6613	-13.4149	0.159186	
50.0341	-2.24292	12.3713	
46.2197	-12.7391	6.79452	
46.177	-12.8162	6.74421	
45.3194	-11.3039	6.55279	
47.5427	-7.80779	6.85803	
44.7937	-11.5756	6.42399	
47.4867	-7.84984	6.56774	
43.8652	-12.8294	5.96316	
43.7052	-12.5335	5.88803	
43.5683	-12.556	5.77044	
43.8202	-11.0364	5.50064	
45.7953	-3.6711	5.29675	
45.96	-3.40129	5.31344	
43.2073	-7.29524	4.76557	
39.9955	-11.8596	3.12383	
36.1913	-10.4715	0.0614767	
34.5764	-9.43722	-0.0817588	
49.3835	4.32898	6.24127	
47.8897	0.154568	5.80453	
47.6786	0.49966	5.76807	
50.1857	13.6209	6.11186	
50.2329	13.8636	5.84367	
49.7639	8.13754	5.71913	
50.1573	13.9343	5.78324	
50.2623	11.746	5.74186	
48.8061	4.17592	5.46808	
47.9973	2.79948	5.32999	
50.5864	14.0052	5.30545	
49.5922	9.75916	3.95156	
49.9173	9.68878	3.56479	
49.8903	9.7736	3.56181	
50.7452	15.075	3.55405	
46.0487	20.619	12.3917	
46.1643	17.1102	10.456	
46.2608	17.0648	10.3977	
48.3352	18.4274	9.98979	
48.4694	18.9228	9.22034	
49.2683	16.0486	7.60073	
48.6179	19.9767	7.09417	
49.4282	15.4264	6.88938	
44.7304	-15.2721	6.64722	
44.7267	-15.3854	6.57261	
44.7167	-15.2691	6.56777	
44.7218	-15.4954	6.53333	
46.0428	-12.8375	6.69371	
44.6755	-15.6223	6.47773	
43.0463	-13.5453	6.02725	
43.8586	-13.2659	6.09151	
43.7845	-12.6534	6.04979	
43.8175	-12.7515	5.94735	
41.639	-15.9362	5.63758	
41.987	-14.0779	5.64427	
43.6246	-12.5717	5.84214	
41.5333	-13.9193	5.18746	
40.9569	-14.304	4.84469	
42.4552	-12.5482	5.00262	
42.6728	-12.4308	5.03378	
42.3414	-12.6581	4.95033	
41.5274	-13.5727	4.76963	
40.047	-14.8343	4.5736	
41.1686	-14.2953	4.69471	
40.7752	-13.9533	4.65753	
40.6441	-14.7056	4.60866	
40.9986	-14.7089	4.64674	
40.9615	-14.3601	4.63842	
39.6835	-15.0551	4.45742	
39.6532	-15.4271	4.42471	
39.6908	-15.1891	4.42303	
39.5364	-15.7128	4.38043	
39.5767	-15.5116	4.38495	
40.4033	-17.3232	4.38674	
40.9217	-17.2671	4.43848	
40.7611	-17.1628	4.42447	
39.9162	-11.8292	3.12851	
35.1866	-14.122	0.531763	
34.5623	-13.7506	0.520029	
34.3709	-13.2652	0.492949	
34.6511	-13.2922	0.389272	
34.4269	-13.6579	0.373595	
34.7123	-13.2606	0.359271	
35.7002	-12.8334	0.335154	
35.6805	-12.7409	0.309858	
33.565	-13.2064	0.309238	
35.7065	-12.7514	0.159383	
34.9941	-13.2381	0.144103	
35.3598	-13.3003	0.133245	
37.482	-15.5901	0.0532193	
36.3421	-10.5488	0.045454	
50.056	-2.29324	12.4386	
50.5916	-1.59651	12.3969	
47.493	-7.75636	6.81964	
44.7953	-11.5678	6.4047	
45.758	-9.77362	6.52814	
44.8556	-11.5178	6.29762	
45.6193	-9.594	6.36435	
47.5073	-7.89006	6.59398	
44.7776	-11.5439	6.17064	
47.2134	-4.32523	6.19059	
46.5543	-6.57326	5.9844	
43.8092	-11.0531	5.46734	
47.9891	0.182698	5.84598	
38.2243	-8.01882	0.0655648	
49.3634	4.28857	6.27213	
50.1293	13.6418	6.11731	
50.109	13.9491	5.79193	
49.7673	8.13731	5.69721	
50.3456	11.6655	5.76352	
50.2729	11.7394	5.76	
47.9589	2.84724	5.31716	
49.2207	6.46907	5.13633	
49.9842	10.8194	5.20217	
49.6088	9.73129	3.95352	
49.9362	9.6615	3.57139	
50.7254	15.0099	3.60456	
45.9968	20.6218	12.396	
46.1195	20.5988	12.3911	
48.5811	18.8688	9.29929	
48.6043	19.9783	7.07624	
44.7351	-15.2642	6.68538	
46.2293	-12.703	6.80677	
44.7014	-15.5184	6.52847	
44.7346	-15.417	6.53469	
46.0617	-12.8527	6.69718	
42.9681	-13.5575	5.99028	
43.7984	-12.6679	6.02902	
43.8864	-12.8138	5.97116	
43.6501	-12.5446	5.86128	
41.5606	-15.8522	5.57403	
41.9833	-14.0877	5.62779	
43.5724	-12.5665	5.78109	
41.5685	-13.9342	5.19766	
40.9493	-14.3146	4.84822	
42.2133	-12.5958	4.96609	
42.2464	-12.9877	4.9284	
