1547674896.593395610	6	0.0238165	-0.0170726	2.65481	-0.979123	-0.00955779	0.196221	-0.0521908	
1547674896.658909975	6	0.0192638	-0.0129809	2.60512	-0.984203	-0.00452819	0.17344	-0.0352516	
1547674896.722620609	6	0.0208219	-0.00990736	2.51323	-0.979102	-0.00484602	-0.192001	0.0668689	
1547674896.785329045	6	0.0102899	-0.0212605	2.4421	-0.984321	-0.00294748	0.172748	-0.0355249	
1547674896.849746166	6	0.0109562	-0.00239069	2.32106	-0.979142	-0.00247735	0.194303	-0.0593469	
1547674896.914513929	6	0.0124822	-0.0118795	2.30606	-0.981626	-0.00451811	-0.181511	0.0586771	
1547674896.980106500	6	0.0124689	-0.00715193	2.19654	-0.976679	-0.00268705	-0.205762	0.0612542	
1547674897.043923366	6	0.0123548	-0.000727489	2.1703	-0.981872	-0.0036257	-0.18035	0.0582084	
1547674897.108289297	6	0.00138716	-0.00573292	2.13003	-0.988224	0.00107316	0.147799	-0.0395915	
1547674897.172233454	6	0.000720263	0.0164736	2.04499	-0.9855	0.00472404	0.151753	-0.0757549	
1547674897.237578921	6	0.00051389	0.0114731	1.98849	-0.988674	-0.00271009	0.140923	-0.0515552	
1547674897.303978654	6	0.00239153	0.0168674	1.87861	-0.981232	-0.00476629	-0.187387	0.0452443	
1547674897.370048155	6	-0.0033099	0.0226316	1.81826	-0.985566	0.00439119	0.152172	-0.0740578	
1547674897.435802362	6	-0.00759096	0.0216933	1.75559	-0.984961	-0.00227664	-0.161536	0.0612671	
1547674897.502274556	6	-0.00532718	0.0229766	1.68037	-0.982459	-0.000308693	-0.177008	0.0586702	
1547674897.568211381	6	-0.0073339	0.0272902	1.59876	-0.980618	-0.00243481	-0.187806	0.0557755	
1547674897.634295151	6	-0.00966737	0.0357887	1.54729	-0.984696	-0.00381786	-0.163952	0.0589758	
1547674897.698847044	6	-0.0112802	0.0352866	1.47767	-0.980948	-0.00033221	-0.185309	0.0583169	
1547674897.765044424	6	-0.0160057	0.041363	1.41403	-0.984943	-0.00179206	-0.165902	0.0485871	
1547674897.832141300	6	-0.0153739	0.0424162	1.34689	-0.985514	-0.00263593	-0.162087	0.0498192	
1547674897.899733147	6	-0.016832	0.0439751	1.26483	-0.982965	-0.0031642	-0.174924	0.05631	
1547674897.967605772	6	-0.0266696	0.0439219	1.18534	-0.98016	-0.00809409	-0.190175	0.0552664	
1547674898.029828217	6	-0.0997485	0.0458456	1.10765	-0.975406	-0.0154001	-0.210774	0.0626126	
1547674898.090071185	6	-0.180149	0.0464028	1.03657	-0.966278	-0.0178371	-0.250073	0.0587505	
1547674898.152706069	6	-0.27951	0.0491071	0.938134	-0.955383	-0.0205316	-0.289761	0.0534779	
1547674898.215887940	6	-0.368513	0.0512881	0.824095	-0.93489	-0.0268749	-0.348181	0.0634765	
1547674898.279898868	6	-0.451486	0.0565944	0.700687	-0.925356	-0.0249208	-0.373763	0.0582685	
1547674898.511524147	17	1.72757	0.0452947	1.7939	0.831994	0.027474	-0.553891	0.015369	
1547674898.572163054	17	1.59686	0.0412393	1.82755	0.991214	0.0146617	-0.126725	-0.0349308	
1547674898.633508210	17	1.50379	0.0353215	1.84253	0.993694	0.0132479	-0.105451	-0.0357357	
1547674898.693900523	17	1.33354	0.0329952	1.87674	0.997472	0.0198586	-0.0638361	-0.0240706	
1547674898.753532378	17	1.2037	0.0231127	1.88607	0.998171	0.00959868	-0.0367362	-0.0470359	
1547674898.812408352	17	1.03188	0.0111048	1.88834	-0.998638	-0.0107094	-0.00573624	0.0507427	
1547674898.871018524	17	0.86521	0.0245391	1.9118	-0.998584	-0.00980471	-0.0342771	0.0394795	
1547674898.929965882	17	0.690392	0.0167294	1.86825	0.9958	0.0112704	0.0789375	-0.0449843	
