# X	Y	Z	rgb
36.3516	2.39622	-8.19876	5460816
48.4764	-1.59371	10.7139	7698290
45.9214	-1.3017	12.0812	10528164
47.2742	-1.28949	12.0804	7369327
47.1383	-1.15086	12.0084	6514021
49.5785	-1.48842	12.3803	5723986
51.3641	-1.53816	12.2549	6776676
50.7304	-1.47134	11.9188	10526877
50.0221	-1.35537	11.5703	6515040
48.8476	-1.18485	11.2147	3554365
46.5223	-1.1781	10.2604	15067111
47.0904	-1.32619	10.3777	13553869
46.1561	-1.08116	10.0997	14671839
45.4677	-0.979717	9.83109	5329233
55.3823	-0.152686	11.7277	3487289
50.2357	-0.440143	10.6626	8422018
50.4742	-0.441417	10.6187	5658712
18.9707	-5.83182	5.04799	8946810
48.7302	-1.17304	11.1888	3554365
47.6215	-1.26147	12.1512	5000782
45.3445	-0.994708	9.77923	7829367
46.3433	-1.12052	10.1382	14803425
46.6903	-1.28906	10.2578	15132904
46.5914	-1.29175	12.2547	10528164
49.4928	-1.36026	11.4099	6383200
50.7344	-1.45208	11.9205	10526877
45.1972	-1.31042	12.0462	9277324
49.5952	-1.47944	12.3667	5723986
51.5651	-1.59274	12.3376	7697778
48.8568	-1.62453	10.8247	7829876
49.504	-0.559155	10.4447	4737610
18.2846	-5.41229	4.78292	8158316
18.7824	-5.6039	5.04551	10460301
45.3163	-1.31307	12.006	8620167
49.5919	-1.49065	12.3871	5723986
51.2996	-1.53829	12.2659	5592402
50.268	-1.43918	11.7552	10921633
49.934	-1.3608	11.5462	6515040
48.9075	-1.19961	11.2503	3554365
48.8043	-1.66727	10.7565	8158327
47.034	-1.28678	10.3217	15396076
45.6046	-0.936504	9.72558	4342852
45.3898	-1.29011	12.0627	9080464
47.4657	-1.18362	12.0752	4606024
49.6293	-1.47809	12.3707	5723986
51.0246	-1.51648	12.2281	5592402
50.8394	-1.51057	11.9398	11974323
49.6356	-1.23102	11.5112	3027757
48.4041	-1.60113	10.6712	7171946
46.8562	-1.24376	10.2731	15396076
49.2369	-1.4407	3.46923	9869464
49.3828	-1.58747	3.61071	4277059
51.8722	-0.19608	0.616633	13224390
48.258	-1.23005	3.54542	3355954
48.8955	-1.47989	3.67149	13619665
48.7996	-1.38357	3.66744	13027525
48.1619	-1.22872	3.67239	6908779
52.3541	-0.198212	0.761709	13290183
48.7657	-1.24469	4.15966	5856861
48.7683	-1.24621	4.42894	4870476
48.5432	-1.19361	4.27678	13883604
50.121	-0.626013	0.599677	7895674
52.679	-0.150326	1.0536	10198945
49.5994	-0.715807	0.595338	7895674
53.5667	-0.41746	0.822543	3816505
49.6185	-1.61329	3.60713	3421496
48.4062	-1.24257	3.53664	3355954
48.779	-1.42049	3.66506	13093321
47.5338	-1.05876	3.58967	2434855
48.4529	-1.18996	3.91509	3882047
48.9259	-1.25772	4.16303	5856861
48.9848	-1.2605	4.43767	4870476
51.4162	-0.523948	0.973448	7633785
49.3169	-1.43314	3.42948	9935257
50.9465	-0.657699	4.05707	3026989
49.2163	-2.01224	6.23935	3356727
51.7332	-2.05033	7.56696	3882550
45.8464	-1.87724	6.7799	6250330
50.5878	-2.05232	6.38266	2500645
48.6436	-1.23024	4.42042	4870476
48.5273	-1.22675	4.28113	13818324
48.845	-1.43376	3.72282	13422286
47.4799	-1.0686	3.57533	2434855
49.1679	-1.57733	3.61034	4277059
49.1759	-2.01346	6.2538	3356727
48.6832	-1.17776	4.50286	2567211
48.9083	-1.26226	4.28522	13818324
48.3732	-1.16854	4.01519	5000782
48.8818	-1.42168	3.81583	13882837
50.5651	-2.04875	6.43549	2238246
50.0217	-0.0773496	-1.44996	5791329
49.4463	-0.218601	-1.57021	5792099
46.2094	-1.27316	-1.8416	3750710
46.3675	-1.3656	-1.93611	10132633
45.9514	-1.48634	-1.96001	9803671
45.8006	-1.12847	-1.98548	7369330
47.4828	-0.708915	-2.15139	10198429
46.0415	-1.26613	-2.08503	10856359
45.859	-1.12752	-2.1969	3751485
48.5157	-0.579458	-2.51335	7829113
45.9377	-1.12745	-2.368	4408391
48.0049	-0.712235	-2.52906	5394772
52.1639	-0.0657047	-2.81967	3421750
46.0017	-1.26091	-2.4581	10001820
46.7337	-1.3199	-2.9307	6316639
48.8228	-0.860134	-6.54382	8158846
16.7877	-4.80697	0.0191937	12763839
17.266	-4.97664	-0.0387089	8553087
46.0479	-1.25126	-1.83322	3026987
46.4277	-1.42069	-1.95836	10395805
45.9759	-1.08837	-1.97798	2369062
47.1513	-0.731672	-2.13375	10330012
45.952	-1.24612	-2.07963	10856359
46.0093	-1.14011	-2.18136	4737610
48.3839	-0.577943	-2.51372	7829113
45.9156	-1.1357	-2.37513	4408391
45.0816	-1.47836	-2.57714	7961464
46.6044	-1.30737	-2.92977	6316639
49.0193	-0.929538	-6.58226	8422018
45.9294	-1.18413	-1.86612	2763817
46.3896	-1.38745	-1.95561	10132633
46.0214	-1.2482	-2.05377	11711668
47.4537	-0.691713	-2.18129	10198429
46.1089	-1.12053	-2.23711	3290164
46.9462	-1.32718	-2.96567	6316639
48.8233	-0.85812	-6.55268	8158846
46.36	-1.23316	-1.87772	3026987
46.3896	-1.38745	-1.95561	10132633
45.6571	-1.05893	-2.26813	3026738
46.0168	-1.44634	-2.58677	8028030
47.4705	-1.40641	-3.05505	6645604
49.8523	-0.0830758	-8.16254	3421747
42.5591	-0.749671	-9.39249	5198677
43.3608	-0.583915	-10.0432	5066570
43.1194	-0.614992	-10.2143	5527121
37.945	-1.15297	-9.05669	4803398
41.7406	-0.247589	-10.4927	5987926
31.3041	-0.616058	-8.33568	4211266
32.2247	-0.922666	-8.60987	1842464
31.5739	-0.960736	-8.47815	6908525
30.4093	-0.767284	-8.21444	11053735
31.1096	-0.875694	-8.50461	2698276
37.8862	0.0902406	-10.5583	3619129
37.4936	0.0177546	-10.4429	2040097
28.9081	-0.313659	-7.93704	6711146
28.4102	-0.301191	-7.86139	4276805
29.9371	-0.76897	-8.33725	9474187
37.2317	-0.00906667	-10.5629	2697513
43.1124	-0.675456	-9.86856	4277059
42.8988	-0.617588	-9.95249	5000779
43.1813	-0.563836	-10.2992	6514018
37.8864	-1.14331	-9.04746	4803398
41.7808	-0.281504	-10.4746	7237993
30.7544	-0.578264	-8.18077	5198161
30.5644	-0.782237	-8.29219	10330010
31.5787	-0.884085	-8.66099	2698276
42.8309	-0.729958	-9.46113	5198677
42.689	-0.656611	-9.81014	5000268
43.1797	-0.533037	-10.3165	6514018
31.0508	-0.571332	-8.25402	5198161
14.367	-4.80019	4.01137	9275516
15.4235	-5.19382	4.25572	8749170
14.7909	-4.86773	4.04564	8420466
17.74	-5.69805	4.79936	6117965
15.3319	-4.98708	3.80516	7697513
15.979	-5.46691	3.92634	9408133
17.2795	-5.95697	4.17143	8816771
15.3778	-5.15197	3.55644	8158846
16.6719	-5.62839	3.79862	8290178
14.2313	-4.74401	3.97865	9143930
14.7254	-4.86847	4.0281	7367778
18.0803	-5.78968	4.88076	5921104
14.6158	-4.95331	3.68091	9868936
15.499	-5.0365	3.85627	7894892
16.0704	-5.49689	3.93496	6316377
17.1482	-5.90698	4.14539	7566704
15.284	-5.11667	3.54358	8158846
16.4499	-5.54448	3.76282	6777193
14.2334	-4.73836	3.97654	9012596
15.171	-5.07595	4.16478	5656647
14.6592	-4.961	3.68635	9736578
16.2096	-5.54958	3.9587	6316377
17.1244	-5.89533	4.13972	7566704
16.3186	-5.49459	3.73232	6777193
16.1462	-5.52901	3.95578	7566444
16.374	-5.52165	3.75822	5790044
23.6501	11.1191	5.02105	15592423
38.9337	19.4804	9.47724	9334116
33.9817	17.0659	7.31947	7824999
201.299	120.371	63.5196	13882318
35.1404	17.6924	7.58827	8088171
39.399	19.7462	9.60122	9334116
34.2586	14.747	10.0128	16113111
38.7725	19.3839	9.44408	9201762
34.7118	17.4507	7.49296	7430241
23.4537	10.9791	4.98497	15591907
35.9033	18.0938	7.81539	8481646
37.2961	18.5352	9.09476	8148558
24.7745	11.4698	5.585	16115167
38.8446	19.4292	9.43229	8938590
36.2864	18.2999	7.94865	9337209
31.8233	15.7894	6.85469	6048588
25.1273	11.6026	5.70406	14601417
38.2988	19.107	9.28009	8675418
36.4591	18.3727	8.05839	8809064
37.5083	18.6546	9.10099	8477523
30.6575	14.6071	7.38402	16442338
3.52957	1.60676	0.266231	3487029
8.56016	3.56693	0.559033	12698563
3.52843	1.6036	0.25403	2763314
3.51149	1.59641	0.252586	2763314
8.98435	4.36418	1.04625	14471487
3.67015	1.66414	0.267307	2105638
6.25023	2.69855	0.539028	5525329
3.66874	1.66348	0.267931	2105638
3.79884	1.71858	0.281916	2104858
10.1476	4.96008	1.20495	15185752
9.90568	4.83708	1.17047	16106854
115.682	48.9682	-2.5264	11317677
1950.14	848.496	-53.2402	10527129
119.364	50.6433	-2.56307	11317677
2354.4	1023.9	-65.6488	11580077
124.182	52.7743	-2.6995	11449263
42.7862	4.89957	12.0323	14013906
20.4642	7.38547	4.27274	10850183
36.4512	6.90412	9.64268	2105636
40.2582	5.60083	10.704	4934475
20.3725	7.0626	4.07958	14344158
27.532	9.66524	7.3783	10846825
41.7759	4.8658	11.3655	13685458
40.6568	6.45847	11.7237	14013909
20.506	7.36106	4.28111	7499364
33.077	7.65416	8.85486	16775671
26.4774	7.03875	5.34301	12830149
42.9329	4.86812	12.0498	13816527
27.2209	9.94662	7.16967	14905182
20.5195	7.37774	4.29196	8683638
20.4464	7.39862	4.27693	11902871
20.5472	7.08332	4.1342	15660018
41.7167	4.87496	11.3423	13685458
32.996	7.65459	8.82731	16775671
27.6029	9.6688	7.4181	11373169
26.4306	7.03646	5.33339	12698563
20.463	7.07805	4.11258	15594225
27.6336	9.67311	7.41357	11373169
20.4363	7.40441	4.27491	11902871
32.5389	6.57362	5.84005	13751248
30.5284	6.71692	5.47727	6119009
36.0402	6.908	9.46758	2237222
20.5195	7.37774	4.29196	8683638
27.6321	9.67269	7.42085	11373169
36.1815	6.92472	9.54333	2237222
20.706	7.4783	4.36542	11701378
27.0543	9.87834	7.09652	14905182
32.96	7.66757	8.81216	16775671
27.525	9.57123	7.36306	8155490
36.0728	6.96355	9.52729	2237222
20.5942	7.10676	4.16571	15462639
33.6936	7.703	9.10516	11905691
26.9759	9.81372	7.06583	14773850
25.8566	7.60087	5.89973	12435907
30.4386	7.06348	6.59984	16382968
27.717	8.07056	6.90589	11053486
20.9467	7.61542	4.48578	14320776
26.1047	7.42654	5.78598	7107959
25.9797	7.61276	5.90425	11316656
30.8214	7.17873	6.92364	14671834
26.4189	8.03848	6.37584	16645629
32.0351	6.67568	5.15855	13160915
31.9835	6.63326	4.47817	13557220
28.8267	6.73025	4.63746	13358040
32.3339	6.64386	4.64589	13162973
8.95072	3.712	0.570523	13882834
30.2142	6.67496	4.86238	4080457
27.2581	6.73406	3.81044	4540231
11.4896	4.4494	0.857581	9737878
32.1615	6.63911	4.52078	13557220
25.5066	6.94655	2.18941	2829107
9.92579	3.96377	0.740362	3224887
25.4692	6.94815	2.18019	2829107
11.5419	4.46442	0.866537	9737878
32.221	6.64403	4.53667	13491427
25.0559	6.9059	2.14458	2435121
49.5628	6.34541	2.48183	11053484
32.3577	6.64527	4.58145	13491938
45.6029	6.81562	2.28249	2040094
34.1731	7.10817	2.52384	9935257
11.7669	4.53129	0.872086	7500662
42.9826	6.15894	3.13211	12106426
28.6462	7.08605	2.4137	1184022
45.6855	6.79784	2.28664	2040094
25.367	6.93134	2.16443	2894900
27.847	7.06758	2.31387	1446940
35.7226	7.00053	3.0516	8487811
27.4204	7.02583	2.2781	1514017
26.5065	7.02285	2.20217	4409161
25.3473	6.93842	2.1743	2894900
29.4961	7.06154	2.48413	9343120
27.2693	7.00354	2.29565	1514017
35.8392	6.96449	3.0191	11579565
35.1923	13.0069	-0.328782	2960169
34.7138	12.5616	-0.321634	13355976
66.8286	9.50792	-4.32926	13291216
65.7722	9.36617	-3.89491	6447976
69.2638	20.643	-4.83651	11975356
68.0151	9.35872	-4.2166	7962237
68.5838	10.603	-4.45449	3487291
70.1421	8.1901	-4.46842	12830146
70.7858	9.13348	-4.51706	2764336
62.7475	9.19774	-2.67133	1579543
70.1747	8.59346	-4.34332	13027274
67.8381	9.38514	-4.21741	13949146
62.7202	9.20606	-2.64678	1579543
34.8055	12.6495	-0.310246	5263440
35.0667	12.9882	-0.314693	2236959
66.7193	8.35209	-2.81504	14014423
66.5874	9.96999	-4.146	13619413
67.2279	9.45048	-4.3295	13357009
68.9736	10.7945	-4.45554	3158072
68.9804	9.38617	-4.28866	13949146
62.5245	9.15011	-2.59726	1645336
66.6638	8.39124	-2.76808	14146009
65.9022	9.61561	-3.96841	6579560
67.3154	9.44752	-4.31949	12501700
66.5345	9.97821	-4.09837	14145757
68.362	10.8083	-4.40078	4474702
55.3296	20.0076	-2.15335	1776408
65.8068	9.67362	-3.96329	6776939
66.6299	8.40523	-2.72933	13948630
62.5032	9.11287	-2.5607	1645336
69.7325	9.33138	-4.41882	5659228
66.0358	9.79306	-3.99865	11908795
55.1893	19.9754	-2.12915	1776408
83.5298	11.4834	-8.76916	10328983
62.4374	9.16492	-2.5803	1645339
66.8498	10.8285	-4.31363	6580078
66.1851	9.92067	-3.95869	10000798
119.939	32.9464	-13.2562	10526364
126.796	34.1913	-15.5111	12167060
133.211	40.4188	-15.4363	12366504
64.2693	14.5299	-4.29326	6316388
66.2494	13.4648	-4.41686	5197907
79.6719	26.4749	-5.64144	5659479
71.6245	21.9424	-5.04376	6447976
324.478	45.3836	-100.074	5790298
228.707	24.434	-69.1285	1053202
251.251	28.2597	-76.9615	5987163
279.014	36.9073	-84.8872	723723
957.195	188.673	-296.742	9211534
365.882	57.7538	-112.053	1184271
281.696	34.1085	-85.3546	6185056
553.31	102.129	-171.172	1381913
531.413	91.5429	-163.157	5790295
542.039	99.02	-167.129	1447960
234.922	24.001	-71.647	9869980
164.055	21.4122	-37.6759	8349506
165.759	21.8225	-38.1499	8085564
166.922	22.0672	-38.4678	8085564
165.405	22.0315	-37.9068	8348736
47.9062	-0.493302	10.0721	3815994
47.327	-0.573694	9.43933	1974301
47.1721	-0.441336	9.49389	3947580
47.8522	1.45214	8.84055	13028046
47.9945	-0.582597	10.0898	3487543
47.8476	1.45363	9.27353	13488595
47.4439	-0.487901	9.76099	3881533
47.0348	-0.379255	9.42453	2763817
47.7834	1.46957	9.24422	13488595
47.3739	-0.591749	9.44021	2237473
47.9506	-0.493853	10.0729	3815994
47.7491	-0.4071	9.99008	3355443
47.6726	1.49799	9.2017	13817560
46.9224	-0.3367	9.39215	2829610
47.6531	1.51016	9.19808	13817560
47.7951	-0.470973	10.011	3158064
49.08	-0.766489	10.4318	10724259
47.5771	-0.377712	9.93646	3355443
47.2061	-0.464631	9.33074	2105887
49.0803	-0.766495	10.4319	10724259
47.3849	-0.303465	9.86175	4671817
49.0733	-0.76236	12.0871	10988712
49.1514	-0.766344	11.2191	10396839
48.5844	-0.730789	11.3379	10264992
62.6772	0.144688	0.643759	13028298
59.0428	3.20832	0.330842	6119781
62.852	0.142366	0.474816	12698563
58.7211	3.19372	0.489923	3685440
53.3961	-0.805039	4.08806	2698543
52.5828	-0.786098	4.54432	3093555
59.7785	2.69306	0.554442	12961735
60.3348	2.60154	0.340436	13619665
61.4483	0.711901	0.630659	4802889
53.1908	-0.8481	4.3107	5329744
62.9424	0.118572	0.42945	12698563
62.5351	0.190541	0.631692	12962505
60.2805	2.66776	0.405248	13882837
59.0557	3.21	0.395606	6777711
61.7318	0.73645	0.55555	4079166
59.328	2.23774	0.983364	9606808
53.4003	-0.729492	3.80142	3158064
53.2323	-0.782659	4.07552	2895922
53.0869	-0.836563	4.293	5329744
53.244	-0.794248	4.11145	5067091
55.0987	-1.12049	3.96951	4869196
59.4938	2.22972	0.934177	7961983
52.5395	-0.777703	4.53154	3093555
53.3139	-0.864687	4.25453	5330517
59.2222	2.14392	1.16281	1777443
52.8984	-0.7451	4.20771	6119779
55.0748	-1.13377	4.03943	9408913
52.3332	-0.732136	4.56731	3356727
53.5505	-0.760789	3.76093	2368548
49.206	4.05738	3.85537	7435639
51.8175	-0.657963	4.52263	3093555
54.5495	-1.01741	4.05153	10724773
53.266	-0.884428	4.45107	11645875
53.1359	-0.687403	3.64913	1842718
51.2822	3.39212	3.82334	7500662
53.6704	-0.777072	3.70675	2369062
54.5755	-1.03793	4.13373	2238246
53.1846	-0.882369	4.503	6645607
52.4104	-0.631367	4.08808	4869712
54.4603	-1.03474	4.19882	2304039
52.3042	-0.558427	4.03316	3224117
53.6464	-0.729128	3.56008	2960685
54.5255	-1.06606	4.20373	2304039
53.4462	1.61166	3.95587	1974050
54.949	0.194203	4.06322	8027006
93.8161	-1.23704	-13.3127	723469
71.5454	7.34488	-4.55769	3355189
69.7073	6.37216	-4.36722	13159884
72.6749	4.80404	-4.47223	12303551
73.2941	5.73687	-4.52084	2172450
69.9285	6.85469	-4.25677	12172219
76.0403	5.76646	-7.00594	394755
72.9663	3.05649	-4.41334	9474706
71.7858	5.2185	-4.28953	8948878
61.8516	4.8957	-1.19072	987409
72.114	2.88719	-4.35934	10462117
71.9126	5.26873	-4.28587	9541015
73.3784	5.86669	-4.53994	2105890
93.8095	-1.20197	-13.2956	723469
76.2346	5.79435	-7.08051	394755
93.1845	-1.49861	-13.1032	986892
72.4861	2.95575	-4.38281	10264222
72.6702	4.74889	-4.48395	12237758
68.8924	-1.15077	-3.38094	2698027
69.7116	6.20306	-4.31367	12041403
72.5226	4.65946	-4.42789	12961481
93.7842	-1.24248	-13.2499	592397
69.9045	-1.28397	-3.85582	3487540
71.1804	4.96237	-4.06474	3224368
75.9809	5.75984	-6.9728	394755
71.7991	2.78509	-4.27603	9804187
62.2593	4.80902	-1.16372	2763566
93.7604	-1.21823	-13.296	723469
72.9602	4.53159	-4.35613	12697797
70.1652	-1.68985	-3.37234	1645336
72.7108	4.40574	-3.99639	6974572
69.755	-1.2431	-3.79353	3487540
71.941	5.28509	-4.18798	9803671
69.1714	-1.03585	-3.84825	5592405
69.6432	-1.56606	-3.3477	1974820
72.9082	4.50481	-4.3771	12697797
72.0327	4.45861	-3.91225	9935003
72.2558	-1.78186	-4.42135	5592919
69.1104	-0.980223	-3.74199	4079166
69.8093	-1.62251	-3.30233	2500648
70.5217	-1.49189	-4.13152	6579814
72.0202	-1.85477	-4.21728	7698295
72.969	1.67084	-4.37156	2369062
74.7139	-0.147447	-4.46406	7566706
70.6732	-1.49638	-4.20409	11909047
149.474	4.52257	-38.9604	395018
170.883	0.923133	-51.4994	9079694
208.57	16.9997	-63.8271	9803417
186.671	10.3516	-56.7761	10001050
171.731	1.3992	-51.9291	7105904
160.347	-2.80855	-47.754	1052950
159.996	-2.9555	-47.9362	9013903
172.494	2.55542	-50.2934	6711397
180.945	5.82948	-54.8801	7829627
183.295	10.3491	-54.729	658441
151.862	-4.66058	-44.301	8291202
186.508	10.8069	-55.8399	526858
177.451	5.73212	-52.7641	987409
204.46	16.8746	-61.3919	921613
167.749	1.5068	-49.7347	987409
149.137	4.42898	-38.8691	395018
169.042	2.28814	-49.2158	7698292
180.692	7.48037	-52.189	2040097
213.367	15.0048	-64.0112	8027255
149.745	4.3138	-39.0923	526604
167.234	2.03978	-48.6782	7764858
134.441	-1.83464	-33.8318	1645339
179.303	7.4645	-51.668	263432
128.628	-2.07923	-31.1562	1118992
120.865	-2.09543	-27.9776	1776673
164.919	2.24302	-47.1297	5197909
138.675	-1.40269	-36.3096	1907997
151.224	4.27852	-39.317	526858
133.77	-1.75178	-33.5233	1185555
127.295	-2.05646	-30.6605	1382164
121.029	-2.13028	-27.9822	1776673
160.858	1.96968	-41.7439	5132368
138.661	-1.49187	-36.3016	2105373
149.737	4.13698	-39.1164	724237
134.328	-1.67789	-33.8784	1513753
140.599	-2.05111	-36.7923	7829881
127.902	-1.82205	-31.0232	921613
128.884	-1.93625	-31.3075	1053199
135.098	-1.7451	-34.3794	1842718
149.691	4.25284	-38.9933	526858
121.598	-2.36184	-27.8356	1184534
118.886	-2.19245	-26.7806	3158064
61.9488	-15.3535	7.13379	13158597
62.858	-15.1416	7.06713	13355976
61.8015	-15.3191	6.74118	8619143
62.6205	-15.1963	6.65997	13421769
64.6504	-14.4071	4.3785	13092807
65.2768	-14.5073	2.65961	13224907
61.7805	-15.2791	7.08195	13158597
62.9424	-15.1733	7.07609	13355976
62.3796	-15.1674	7.01562	13158597
61.6523	-15.2492	6.74604	11053484
62.7162	-15.1869	6.6586	13487049
61.6664	-15.2247	7.0437	12500667
61.5177	-15.1902	6.64223	10658726
62.2303	-15.1332	6.6351	13290183
64.421	-14.3056	4.3427	13158597
65.2724	-14.5127	2.70643	13027528
62.4589	-15.1733	6.70575	13421769
64.3981	-14.3002	4.37374	13158597
65.2724	-14.5127	2.70643	13027528
64.8611	-14.4843	4.28751	12961221
62.4569	-15.1725	6.74316	13553355
61.5479	-15.1706	6.98362	12632253
65.6083	-14.6679	2.7391	12896458
61.5157	-15.1399	7.02471	12895425
61.7292	-15.0603	6.77926	13421772
