1548715097.836567768	17	0.333462	-0.598506	2.44863	-0.971586	0.0176061	0.0501265	0.230648	
1548715098.013002153	17	0.0910329	-0.60522	2.27471	-0.963782	0.0293845	-0.0329924	0.263007	
1548715098.071689912	17	-0.0151461	-0.604593	2.21819	-0.963233	0.0271503	-0.0616035	0.260095	
1548715098.131234672	17	-0.0819918	-0.593039	2.18208	-0.965186	0.0151847	-0.0154676	0.260664	
1548715098.192769596	17	-0.13462	-0.565597	2.14492	-0.967667	0.0236375	-0.0756324	0.239461	
1548715098.255003350	17	-0.153499	-0.540705	2.10139	-0.966944	0.0212188	-0.0612849	0.246603	
1548715098.317778030	17	-0.149667	-0.509919	2.03866	-0.96494	0.008479	-0.0106976	0.262116	
1548715098.380272740	17	-0.134038	-0.494255	1.99736	-0.965759	0.026753	-0.0827683	0.244423	
1548715098.442564639	17	-0.0933985	-0.477787	1.96862	-0.969007	0.0202021	-0.0402025	0.242902	
1548715098.505302715	17	-0.0389356	-0.464782	1.92752	-0.969985	0.0106692	0.00115471	0.24293	
1548715098.567659166	17	-0.00627549	-0.458642	1.89124	-0.970198	0.0128654	0.00754585	0.241854	
1548715098.630974967	17	0.0424367	-0.466031	1.84849	-0.967686	0.0162881	-0.0173308	0.251033	
1548715098.695267638	17	0.0693571	-0.463967	1.79809	-0.971657	0.0178256	-0.00894299	0.235553	
1548715098.760503750	17	0.094915	-0.45652	1.75363	-0.971808	0.0181355	-0.00773675	0.234947	
1548715098.826223684	17	0.103767	-0.446904	1.69739	-0.968212	0.0237317	-0.0111521	0.248752	
1548715098.891553610	17	0.10914	-0.436669	1.67143	-0.973373	0.0153972	0.0267838	0.227135	
1548715098.956444411	17	0.103172	-0.422981	1.61436	-0.969463	0.0113634	0.0364463	0.24225	
1548715099.021766635	17	0.090818	-0.404998	1.56108	-0.970461	0.0177256	0.0244286	0.239362	
1548715099.090282011	17	0.0781235	-0.379811	1.5125	-0.970757	0.0222698	-0.0248389	0.237736	
1548715099.155482145	17	0.0458759	-0.35541	1.47254	-0.970674	0.0203688	-0.0214215	0.238577	
1548715099.218523189	17	-0.00902469	-0.327827	1.41602	-0.971478	0.0204363	-0.0566194	0.229364	
1548715099.279518923	17	-0.0893513	-0.304304	1.36266	-0.972498	0.0189121	-0.0467849	0.227377	
1548715099.338237373	17	-0.184349	-0.278288	1.29559	-0.967338	0.0211488	-0.112366	0.226237	
1548715099.397018279	17	-0.263518	-0.26683	1.24151	-0.961285	0.0236726	-0.145544	0.232783	
1548715099.455694946	17	-0.362489	-0.247049	1.16487	-0.95114	0.0325626	-0.21173	0.222357	
1548715099.514281408	17	-0.43557	-0.224954	1.10645	-0.944914	0.0376681	-0.244412	0.214431	
1548715099.571538578	17	-0.528691	-0.200842	1.02186	-0.931591	0.0428059	-0.305421	0.192417	
1548715099.627970599	17	-0.598187	-0.1757	0.947803	-0.914607	0.0472594	-0.352065	0.193162	
1548715099.955044606	6	1.6743	-0.891238	2.58116	-0.913675	-0.0607762	0.38387	0.118944	
1548715100.014141002	6	1.58249	-0.920515	2.63876	-0.92663	-0.0359969	0.328327	0.179618	
1548715100.133701034	6	1.38131	-0.949427	2.64416	-0.968759	-0.00678526	0.129307	0.211518	
1548715100.193115012	6	1.2696	-0.93384	2.60094	-0.945446	-0.0574004	0.310153	0.0814964	
1548715100.251818280	6	1.20312	-0.917967	2.6596	-0.944913	-0.0228098	0.28237	0.163968	
1548715100.314905784	6	1.13653	-0.887781	2.66611	-0.948496	-0.0226824	0.255697	0.185633	
1548715100.377125554	6	1.05011	-0.863245	2.63645	-0.949676	-0.0257418	0.268603	0.159074	
1548715100.503924167	6	0.914577	-0.837707	2.65754	-0.980468	-0.00276671	0.096524	0.17134	
1548715100.630681469	6	0.744189	-0.871874	2.52376	-0.95974	-0.0299952	0.240075	0.1427	
1548715100.692596589	6	0.677282	-0.888867	2.52465	-0.96388	-0.0178793	0.184001	0.191729	
1548715100.754234231	6	0.593102	-0.880525	2.50067	-0.975488	-0.0220906	0.173363	0.13372	
1548715100.815839708	6	0.522775	-0.879075	2.47584	-0.978065	-0.0151758	0.145348	0.148433	
1548715100.876855526	6	0.438545	-0.842647	2.4308	-0.971239	-0.0186744	0.170831	0.164812	
1548715100.939591122	6	0.368714	-0.816782	2.43079	-0.983084	-0.0124797	0.129316	0.129099	
1548715101.003613351	6	0.311261	-0.758444	2.37749	-0.981689	-0.00700278	0.129309	0.139704	
1548715101.070374240	6	0.258091	-0.705764	2.34397	-0.979511	-0.00864306	0.136791	0.147549	
1548715101.136072528	6	0.207387	-0.647816	2.32637	-0.989144	-0.00123051	0.103545	0.104262	
1548715101.200824619	6	0.181254	-0.577463	2.29518	-0.990311	0.0032234	0.0931405	0.102951	
1548715101.267522065	6	0.162494	-0.549236	2.23958	-0.987828	0.0227781	-0.056582	0.14309	
1548715101.333627876	6	0.153458	-0.532315	2.20478	-0.981315	0.00974458	0.0653339	0.180712	
1548715101.403285661	6	0.152446	-0.500769	2.14977	-0.989288	0.00574615	0.0672867	0.129419	
1548715101.471933220	6	0.171228	-0.464821	2.09995	-0.983853	0.00546703	0.062955	0.16745	
1548715101.541039137	6	0.190244	-0.430439	2.05664	-0.998244	0.010825	0.0313923	0.0490544	
1548715101.609136233	6	0.212035	-0.408842	1.98464	-0.979757	0.00489889	0.102449	0.171921	
1548715101.676686965	6	0.249319	-0.392214	1.92767	-0.988958	0.00544395	0.110867	0.098186	
1548715101.742248503	6	0.26075	-0.3937	1.87705	-0.989853	0.00586167	0.0727857	0.1219	
1548715101.807546167	6	0.263146	-0.38131	1.83734	-0.99277	0.00279386	0.099241	0.0674559	
